Title,Link,Published_Date,Abstract,Lead Paragraph,Body Text,Newspaper
"Graduation’s Pomp Goes On, No Matter the Circumstance",https://www.nytimes.com/2024/05/23/arts/graduation-commencement-protests.html,2024-05-23T16:59:13+0000,Commencement is the rare American ritual that still has rules. That’s why it’s ripe for disruption.,"Recycled robes, processional marches, silver pens from Tiffany: It is graduation season in America. May brings a nationwide festival of youth, with roots stretching back to before the foundation of the republic, and though many college commencements this month have taken place under police surveillance amid student outcry, the ceremonies have gone on.","Advertisement Supported by Critic’s Notebook Commencement is the rare American ritual that still has rules. That’s why it’s ripe for disruption. ByJason Farago Recycled robes, processional marches, silver pens from Tiffany: It is graduation season in America. May brings a nationwide festival of youth, with roots stretching back to before the foundation of the republic, and though many college commencements this month have taken place under police surveillance amid student outcry, the ceremonies have gone on. There are more than three centuries of precedents for graduation rituals — for its dress, for its speeches, and for its disturbances. If commencement is ripe for contestation (the backs turned on the speaker, the kaffiyeh replacing the pointed sash), that’s because it’s one of the very last venues in which Americans show a commitment tohowwe do things, and not just what we say and record. I am always a little surprised that universities have hung onto these habits, almost uniquely longstanding. This is a country where very little endures. You can arrive at the Met Gala half-naked. You can play Bach or Beyoncé at a funeral. But graduation still has rules. The students graduating from four-year colleges and universities this month began their studies, for the most part, in Pandemic Year Zero. They missed, in 2020, the walk across the football field or the auditorium stage to collect their high school diploma, and as the war in Gaza continues to inflame campuses some are facing disarray again. Columbia University, which called in the New York Police Department to oust pro-Palestinian student demonstrators, broke its universitywide commencement into smaller chunks. Emory University moved its ceremonies off campus. None has been outright canceled, though. It takes a lot to cancel a graduation. At Harvard, wherehundreds of studentswalked out of this year’s main ceremony, outbreaks of smallpox meant no commencement in 1752, 1757 (theSeven Years’ Wardidn’t help that year), and 1764. Revolutionary hostilities canceled the commencements of 1774-78 and 1780, but Harvard would not miss a commencement again until 2020. The ceremony took place through the Civil War and two world wars, and it went ahead in 1970, after National Guardsmen shot and killed four students at Kent State who were protesting the war in Vietnam. (Demonstrations did cancel graduation at Boston University, Hunter College and other schools; Kent State’swas scaled down.) In Harvard Yard that June, graduates protested the war by refusing to don cap and gown, or else by wearing white armbands over their robes. Local demonstrators with a bullhorn occupied the dais to demand low-income housing in Cambridge. Students heard dueling orations that denounced the Nixon administration and Students for a Democratic Society. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
5 Takeaways From the Latest Hearing on Campus Antisemitism,https://www.nytimes.com/2024/05/23/us/college-antisemitism-hearing-protests.html,2024-05-23T09:04:32+0000,"The leaders of Northwestern, Rutgers and the University of California, Los Angeles, appeared to have navigated their testimony before Congress without many significant missteps.","The leaders of three universities denied that their campuses have become “hotbeds of antisemitism,” as one House Republican described them in a congressional hearing on Thursday. But they acknowledged missteps in the handling of the pro-Palestinian demonstrations that have engulfed American universities in recent months, and said that some acts of hostility toward Jewish students need to be addressed.","Advertisement The leaders of Northwestern, Rutgers and the University of California, Los Angeles, appeared to have navigated their testimony before Congress without many significant missteps. ByJacey Fortin The leaders of three universities denied that their campuses have become “hotbeds of antisemitism,” as one House Republican described them in a congressional hearing on Thursday. But they acknowledged missteps in the handling of the pro-Palestinian demonstrations that have engulfed American universities in recent months, and said that some acts of hostility toward Jewish students need to be addressed. The hearing grew heated at times, especially as Republicans accused the leaders of Northwestern and Rutgers of “giving in” to demonstrators. But for the most part, the presidents of the two schools, as well as the chancellor of the University of California, Los Angeles, appeared to fare better than other university leaders who have testified before the same committee since the Oct. 7 Hamas-led attack on Israel. Although they got caught up in some testy exchanges and seemed to dodge a few questions, the leaders appeared to have navigated their testimony on Thursday without many significant missteps. Their responses were at times considered, and at other times combative. They pointed to the challenges of balancing student safety with free speech — especially at Rutgers and U.C.L.A., which are both public universities that must abide by the First Amendment — and they condemned episodes of antisemitism on campus. Here are five takeaways from the hearing. The presidents of Rutgers and Northwestern said that the goal of striking deals with pro-Palestinian protesters had been to end the encampments and restore safety for all students, including Jewish students who found the demonstrations threatening. Coming to agreements with the demonstrators had made that possible, they said — and noted that they had done it without committing to divesting from Israel, as students had demanded. “We had to get the encampment down,” said Michael Schill, the president of Northwestern University, adding that he had sought to avoid police intervention on campus — a decision that many of his peers have made, leading to nearly 3,000 arrests at universities since April 18. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
N.Y.C. Public Schools Will Send 8th Graders to Visit Holocaust Museum,https://www.nytimes.com/2024/05/23/nyregion/students-holocaust-museum-nyc.html,2024-05-23T07:00:14+0000,New York City will give schools the option to send eighth-graders on field trips to the Museum of Jewish Heritage as part of an effort to address antisemitism.,"As tension continues to simmer over the Israel-Hamas war, New York City officials have embraced a privately funded initiative to send all eighth graders in public and charter schools to visit the Museum of Jewish Heritage.","Advertisement Supported by New York City will give schools the option to send eighth-graders on field trips to the Museum of Jewish Heritage as part of an effort to address antisemitism. ByEmma G. Fitzsimmons As tension continues to simmer over the Israel-Hamas war, New York City officials have embraced a privately funded initiative to send all eighth graders in public and charter schools to visit the Museum of Jewish Heritage. The program, part of a $2.5 million public-private partnership to address antisemitism, will be seeded with $1 million from a foundation run by Jon Gray, the president of the investment firm Blackstone. The citywide field trip plan, which was announced on Thursday, will center on the museum’s efforts to educate younger visitors about the Holocaust. The initiative comes as schools grapple with questions about how to approach the Israel-Hamas war and what to teach about the history of the conflict. It will be optional for schools and will start this fall. Inplaces like California, there have beenpushes for teaching pro-Palestinian lessonsin schools. Leaders in New York City’s school system, which is particularly diverse, with tens of thousands of Jewish, Muslim and Arab students, are moving to offernew curriculum materials about antisemitism and Islamophobia. New York is one of nearly two dozen states that are required to teach students about the Holocaust, andlawmakers included $500,000 in the state budgetthis year to review and update Holocaust curriculums in schools. The field trip program was created by Julie Menin, a Jewish city councilwoman from Manhattan whosemother and grandmother survived the Holocaustin Hungary. She said that she was worried about a rise in antisemitic attacks in the city. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Students Walk Out in Protest at Harvard Commencement,https://www.nytimes.com/2024/05/23/us/harvard-graduation-protests-antisemitism.html,2024-05-23T09:04:48+0000,Anger at the university’s decision to bar 13 seniors from the ceremony in the wake of campus demonstrations over the war in Gaza was a flashpoint for the protest on Thursday.,"Hundreds of students walked out of Harvard University’s commencement ceremony on Thursday morning as degrees were conferred, while hundreds chanted “Let them walk!”, a reference to 13 student protesters who were not allowed to graduate after a vote Wednesday by the Harvard Corporation, the university’s governing body.","Advertisement Supported by Anger at the university’s decision to bar 13 seniors from the ceremony in the wake of campus demonstrations over the war in Gaza was a flashpoint for the protest on Thursday. ByMaya Shwayder,Jenna RussellandAnemona Hartocollis Maya Shwayder reported from Cambridge, Mass. Hundreds of students walked out of Harvard University’s commencement ceremony on Thursday morning as degrees were conferred, while hundreds chanted “Let them walk!”, a reference to 13 student protesters who were not allowed to graduate after a vote Wednesday by the Harvard Corporation, the university’s governing body. The walkout was a jarring reminder of continuing unrest on the Cambridge campus, on a day when more than 9,000 graduates and their families were gathered in Harvard Yard for celebration and reflection. At the start of the ceremony, the university’s interim president, Alan Garber — loudly booed by some in the crowd — acknowledged the turmoil, and the possibility that “some among us may choose to take the liberty of expressing themselves to draw attention to events unfolding in the wider world.” “This moment of joy coincides with moments of fear and dread, grief and anger, suffering and pain,” he said. “Elsewhere, people are experiencing the worst days of their lives.” He asked the crowd to observe a minute of silence. Student speakers at the ceremony strongly criticized the Harvard Corporation for its vote on Wednesday to bar the 13 undergraduate protesters from receiving their degrees in the wake of campus protests over the Israel-Hamas war. The move was seen by the students and their faculty supporters as a violation of an agreement made between administrators and students to clear their encampment from Harvard Yard. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
3 More College Leaders to Face Congress Over Antisemitism Claims,https://www.nytimes.com/2024/05/22/nyregion/college-leaders-congress-antisemitism-claims.html,2024-05-22T21:00:06+0000,"The heads of Rutgers, Northwestern and U.C.L.A. will be the first university leaders to testify since a wave of protest encampments roiled college campuses.","For the fourth time in six months, the Republican-led House Committee on Education and the Workforce is summoning school leaders to Washington to be questioned about accusations of antisemitism at their institutions.","Advertisement Supported by The heads of Rutgers, Northwestern and U.C.L.A. will be the first university leaders to testify since a wave of protest encampments roiled college campuses. BySharon Otterman,Ernesto LondoñoandNicholas Bogel-Burroughs For the fourth time in six months, the Republican-led House Committee on Education and the Workforce is summoning school leaders to Washington to be questioned about accusations of antisemitism at their institutions. This time, on Thursday, the committee’s focus will be on how three diverse universities reacted when pro-Palestinian encampments sprung up on their lawns as part of an international wave of student activism against the war in Gaza. Two of the schools whose leaders will testify — Northwestern and Rutgers — made deals with protesters to end their encampments peacefully. The third, the University of California, Los Angeles, called in the police to dismantle its encampment, but only after a violent attack by counterprotesters the night before caused the situation toveer out of control. Representative Virginia Foxx, the chairwoman of the committee, has blasted Rutgers and Northwestern for negotiating with the demonstrators, whose views she has described as antisemitic and supportive of terrorism. But she has also derided U.C.L.A.’s chancellor for calling the police too late, saying he allowed his campus to become a “severe and pervasive hostile environment for Jewish students.” “The committee has a clear message for mealy-mouthed, spineless college leaders: Congress will not tolerate your dereliction of your duty to your Jewish students,” Ms. Foxx said in aMay 16 statementannouncing the hearing. “No stone must go unturned while buildings are being defaced, campus greens are being captured or graduations are being ruined.” The three college leaders do not dispute that Jewish students have faced antisemitism, both on and off their campuses. But all have largely defended their responses, saying that they have taken steps to stop it. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
U.C.L.A. Removes Police Chief in the Wake of a Protest Melee,https://www.nytimes.com/2024/05/22/us/ucla-police-chief-removed.html,2024-05-22T17:43:19+0000,"University of California, Los Angeles, officials have been widely criticized for their failure to stop attacks on pro-Palestinian protesters at a campus demonstration.","The campus police chief for the University of California, Los Angeles, has been removed from his post in the aftermath of a violent, hourslong attack on a pro-Palestinian encampment at the school, during which security officers did not intervene.","Advertisement Supported by University of California, Los Angeles, officials have been widely criticized for their failure to stop attacks on pro-Palestinian protesters at a campus demonstration. ByCorina Knoll Reporting from Los Angeles The campus police chief for the University of California, Los Angeles, has been removed from his post in the aftermath of aviolent, hourslong attackon a pro-Palestinian encampment at the school, during which security officers did not intervene. The chief, John Thomas, has been reassigned temporarily while the university examines its security processes, according to U.C.L.A. officials. Mr. Thomas had beenunder intense criticismover the university’s delayed response to the melee on the night of April 30 in which people were beaten with poles or kicked, objects were thrown and chemicals were sprayed into the air. The attack was instigated by dozens of counterprotesters, many of whom did not appear to be students, based on videos of the incident. Even after officers from the Los Angeles Police Department arrived on the scene, no arrests were made that night. The university canceled in-person classes the next day, pushed back midterm exams and scrambled to address the overnight eruption of bloody violence. Gawin Gibson has been named the acting police chief for the campus, Mary Osako, vice chancellor for strategic communications, said in a statement. Mr. Gibson was the captain of the university’s operations bureau, according to the school’s website. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
"On Campus, a New Social Litmus Test: Zionist or Not?",https://www.nytimes.com/2024/05/22/style/jewish-college-students-zionism-israel.html,2024-05-22T09:03:21+0000,Some Jewish students say they’ve been dropped by old roommates and sorority sisters and ostracized from campus clubs and teams because of their views — which are sometimes assumed.,"Last fall, a Barnard College sophomore named Sophie Fisher reached out to her freshman year roommate to catch up over coffee. Her old friend’s response was tepid, and Ms. Fisher wondered why. The two had been close enough that the roommate had come to the bar mitzvah of Ms. Fisher’s brother.","Advertisement Supported by Some Jewish students say they’ve been dropped by old roommates and sorority sisters and ostracized from campus clubs and teams because of their views — which are sometimes assumed. ByJoseph Bernstein Last fall, a Barnard College sophomore named Sophie Fisher reached out to her freshman year roommate to catch up over coffee. Her old friend’s response was tepid, and Ms. Fisher wondered why. The two had been close enough that the roommate had come to the bar mitzvah of Ms. Fisher’s brother. Several months later, the reason became clear. Over Instagram, Ms. Fisher’s roommate wrote to her that they couldn’t be friends anymore because she had been posting in support of Israel since the Hamas attacks of Oct. 7. In other words, she was a Zionist. Ms. Fisher thought she had been careful to avoid inflammatory posts, but the roommate, Ms. Fisher said, accused her of racism. Then she blocked Ms. Fisher. Around the same time, Ms. Fisher noticed something else strange. Her “big” — a mentor in her sorority — had stopped talking to her. When they were in the same room, Ms. Fisher said, the big wouldn’t make eye contact with her. Ms. Fisher said that her big often posted about Students for Justice in Palestine, the campus group that Columbia had suspended in November for violating campus policies. Ms. Fisher remains in the sorority, but the two haven’t spoken in months. “She was supposed to be my big sister,” she said. This spring, college campuses became the main stage for the American protest movement against Israel’s seven-month-old war in Gaza. In April and May, dozens of pro-Palestinian encampments sprang up at universities around the country, as students called for institutional divestment from (and, at times, for the total dismantling of) Israel. The protests have been characterized by heated rhetoric around the term “Zionist,” a word that typically refers to people who believe Jews have a right to a state in their ancestral homeland in present-day Israel (regardless of how they may feel about the war in Gaza). Many Palestinians and those who support them associate the word with mass displacement during the 1948 war triggered by the creation of Israel, as well as the killings over the past months of thousands of civilians and the decimation of Gaza. Throughchants, statementsand sometimesphysical obstruction, many protesters have made clear they don’t want to share space with people they consider Zionists — and indeed, that they find the ideology unacceptable. At the University of California, Los Angeles, pro-Palestinian studentsblocked peers who identified themselves as Zionistsfrom parts of campus. Given that alarge majorityof American Jews say caring about Israel is an important part of their Jewish identity, these instances of exclusion have led to a debate over whether the encampments are de facto antisemitic. (Complicating matters, some of the most outspoken anti-Zionist protesters are Jewish.) We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
"No Gaza Aid Delivered Through U.S.-Built Pier Has Been Distributed, Pentagon Says",https://www.nytimes.com/2024/05/21/world/middleeast/gaza-aid-pier-food.html,2024-05-22T00:22:28+0000,"The temporary pier is one of few remaining entry points for aid shipments since Israel began an incursion into Rafah, in southern Gaza, earlier this month.","None of the food and supplies that have entered the Gaza Strip through a U.S.-built temporary pier in its first five days of operation have been distributed to Palestinians by aid organizations, Gen. Patrick S. Ryder, the Pentagon spokesman, said at a news briefing on Tuesday.","Israel-HamasWar Advertisement The temporary pier is one of few remaining entry points for aid shipments since Israel began an incursion into Rafah, in southern Gaza, earlier this month. ByGaya Gupta None of the food and supplies that have entered the Gaza Strip through a U.S.-built temporary pier in its first five days of operation have been distributed to Palestinians by aid organizations, Gen. Patrick S. Ryder, the Pentagon spokesman, said at a news briefing on Tuesday. General Ryder said that 569 metric tons of aid had made it onto Gaza’s shore, but that those supplies had yet to be parceled out by humanitarian organizations. On Saturday, hungry crowdslooted several World Food Program truckstransporting aid that had been delivered through the pier, prompting the agency to suspend deliveries of aid arriving at the pier on Sunday and Monday. General Ryder also said that after discussions with Israel and the United Nations, alternative routes for the safe movement of staff and cargo had been established. The aid is now being taken to warehouses for further distribution, he said. “We do anticipate that assistance will be distributed in the coming days, of course, conditions permitting,” he said. The temporary pier is one of few remaining entry points for aid shipments after Israel’s incursion into Rafah, in southern Gaza, earlier this month. Israel not only seized the Rafah crossing on the border with Egypt but also closed the Kerem Shalom crossing into Israel. Those were the two main entry points for truck convoys carrying aid overland. Though Israel has since reopened Kerem Shalom, only 69 trucks have entered Gaza through it in the past two weeks, according to U.N. data. That is far fewer than the number of aid trucks that were entering through the two southern border crossings before Israeli troops went into Rafah. That number peaked at 340 trucks a day. The 569 metric tons that have arrived at the pier so far are a fraction of the amount of aid that was entering Gaza through land routes before Israel seized the Rafah crossing. The United Nations estimates that trucks carrying food to Gaza have been loaded with roughly 15 to 30 metric tons each. The pier system, which cost an estimated $300 million, became operational on Thursday, after it was connected to the Mediterranean shore in central Gaza. On Friday, the first trucks of aid beganmoving ashore. So far, however, the operation has fallen short of its goal of bringing in 90 trucks a day and eventually ramping up to 150 trucks. General Ryder said that more aid was on the way but that the U.S. military was taking a “crawl, walk, run” approach, working out the logistical hurdles and taking into account security conditions. “So I think you’re going to see as we work together the amount of aid increase, and the ability to get it distributed increase,” he said. Gaya Guptais a reporter covering breaking news and a member of the 2023-24Times Fellowship class, a program for journalists early in their careers.More about Gaya Gupta Advertisement",The New York Times
Gazans Say I.C.C. Prosecutor’s Pursuit of Hamas Leaders Is Misguided,https://www.nytimes.com/2024/05/21/world/middleeast/gaza-icc-prosecutor-warrants.html,2024-05-21T10:55:28+0000,Some said the decision to seek arrest warrants for both Israeli and Hamas leaders on war crimes charges seemed to equate victim with perpetrator.,"Palestinians in Gaza expressed mixed feelings after the chief prosecutor at the world’s top criminal court said he was seeking arrest warrants for leaders of both Israel and Hamas on war crimes charges, a move that many said equated victim with perpetrator.","Israel-HamasWar Advertisement Supported by Some said the decision to seek arrest warrants for both Israeli and Hamas leaders on war crimes charges seemed to equate victim with perpetrator. ByHiba Yazbek,Ameera HaroudaandIyad Abuheweila Palestinians in Gaza expressed mixed feelings after the chief prosecutor at the world’s top criminal court said he wasseeking arrest warrantsfor leaders of both Israel and Hamas on war crimes charges, a move that many said equated victim with perpetrator. “We deplore, denounce and are surprised by the decision of the International Criminal Court which places the accused, the victim, and the executioner in one cage,” said Zahir Essam, a 55-year-old living in Gaza City. Karim Khan, the chief prosecutor of the International Criminal Court, announced on Monday his decision to apply for arrest warrants for Yahya Sinwar, Hamas’s leader in Gaza; Muhammad Deif, Hamas’s military chief; and Ismail Haniyeh, the movement’s Qatar-based top political official. He also said he would seek warrants for Prime Minister Benjamin Netanyahu and Defense Minister Yoav Gallant of Israel. The announcement in effect treated Israeli officials and Hamas leaders in the same way, despite what Mr. Essam sees as a power imbalance between the two sides in the conflict in Gaza, which began when Hamas led an attack on Israel on Oct. 7. That attack killed about 1,200 people, and about 240 others were taken hostage, Israeli officials say. Israel’s retaliatory war in Gaza has killed more than 35,000 Palestinians, according to Gazan health authorities, though their figures do not distinguish between civilians and combatants. Many Palestinians view the Oct. 7 attack as a justified response to Israeli violations during the decades-long Israeli occupation of Palestinian territories. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
"After Anti-Israel Speeches, a Law School Curtails Graduation Traditions",https://www.nytimes.com/2024/05/21/nyregion/cuny-law-school-commencement-address-canceled.html,2024-05-21T07:00:09+0000,"CUNY Law School is known for its diversity and activism, and lately for strongly worded pro-Palestinian commencement addresses. This year, the administration canceled its annual student speech.","For the past two years, commencement speakers at the City University of New York School of Law have made support for Palestinians and opposition to Israel a focus of their speeches.","Advertisement Supported by CUNY Law School is known for its diversity and activism, and lately for strongly worded pro-Palestinian commencement addresses. This year, the administration canceled its annual student speech. ByMaia Coleman For the past two years, commencement speakers at the City University of New York School of Law have made support for Palestinians and opposition to Israel a focus of their speeches. The backlash was intense. So this year, well before other campuses across the United States faced upheaval over pro-Palestinian student demonstrations, the CUNY law school administration took a new tack. In September, before the Hamas attack on Israel on Oct. 7, the school announced that there would be no student speaker at all at this year’s commencement ceremony. The choice is now drawing its own backlash and has brought more controversy to the event. This spring, several students at the school sued university officials, saying that the school was suppressing speech and infringing on their First Amendment rights by not allowing a student-elected speaker to give an address. Two guests who had been scheduled to speak — Deborah N. Archer, a civil rights lawyer and president of the American Civil Liberties Union, and Muhammad U. Faridi, a litigator — recently withdrew from the event. The ceremony will now have no outside speakers and no keynote address, the law school said. The school also announced in April that it would host its May 23 ceremony off-campus, at the Apollo Theater in Harlem, in a departure from the ceremonies of the past two years, which have been held at CUNY facilities. The Apollo requires guests to have tickets and has a smaller capacity than the school’s previous venues, the law school said. In an email to CUNY students announcing her decision to withdraw, Ms. Archer said she felt compelled to decline “under the circumstances.” “I cannot, as a leader of the nation’s oldest guardian of free expression, participate in an event in which students believe that their voices are being excluded,” Ms. Archer wrote. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
I.C.C. Warrant Request Appears to Shore Up Domestic Support for Netanyahu,https://www.nytimes.com/2024/05/21/world/middleeast/israel-netanyahu-icc-arrest-warrant.html,2024-05-21T11:25:42+0000,"“The Hypocrisy of The Hague,” read the front page of one mainstream daily that has often been critical of Israel’s prime minister.","If the headlines in Israel were anything to go by, the request by the International Criminal Court’s chief prosecutor for an arrest warrant against Prime Minister Benjamin Netanyahu seemed to have granted the Israeli leader one of the most fortuitous turnarounds in his long and turbulent political career.","Israel-HamasWar Advertisement Supported by “The Hypocrisy of The Hague,” read the front page of one mainstream daily that has often been critical of Israel’s prime minister. ByIsabel Kershner Reporting from Jerusalem If the headlines in Israel were anything to go by, the request by the International Criminal Court’s chief prosecutor for anarrest warrant against Prime Minister Benjamin Netanyahuseemed to have granted the Israeli leader one of the most fortuitous turnarounds in his long and turbulent political career. “The Hypocrisy of The Hague,” blared Tuesday’s front page of Yediot Ahronot, a popular mainstream daily that has often been critical of Mr. Netanyahu. Echoing the outrage expressed by Israelis across the political spectrum, and abandoning any semblance of impartiality, the front page denounced “the intolerable gall” of the chief prosecutor,Karim Khan, for what it described as putting Israel alongside the leaders of Hamas who “seek to annihilate it.” The threat of arrest warrants comes against Mr. Netanyahu and his defense minister, Yoav Gallant, as well as three leaders of Hamas, on charges of war crimes from the devastating Hamas-led attack on Israel on Oct. 7 and Israel’s punishing retaliatory campaign in Gaza. It appeared to broadly galvanize Mr. Netanyahu’s opposition in his favor. Political rivals in Israel offered support. American officials, who had been critical of his plan to invade Rafah, roundly condemned the I.C.C. action. In the hours and days before, Mr. Netanyahu had appeared embattled, both domestically and internationally. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Dartmouth’s President Is Censured by Faculty Over Protest Actions,https://www.nytimes.com/2024/05/20/us/dartmouth-president-beilock-censure.html,2024-05-21T01:11:28+0000,"The president, Sian Leah Beilock, called in the police just hours after a pro-Palestinian encampment went up on campus. A bystander and a professor were injured.","The Faculty of Arts and Sciences at Dartmouth College voted on Monday to censure the university’s president, Sian Leah Beilock, over her decision to summon the police to remove a pro-Palestinian encampment on campus, calling her action harmful to the community and disruptive to the university’s educational mission.","Advertisement Supported by The president, Sian Leah Beilock, called in the police just hours after a pro-Palestinian encampment went up on campus. A bystander and a professor were injured. ByStephanie Saul The Faculty of Arts and Sciences at Dartmouth College voted on Monday to censure the university’s president, Sian Leah Beilock, over her decision to summon the police to remove a pro-Palestinian encampment on campus, calling her action harmful to the community and disruptive to the university’s educational mission. The censure motion was adopted by a vote of 183 to 163, according to Justin Anderson, a spokesman for Dartmouth. The close vote illustrated the division on campus over Dr. Beilock’s decision on May 1, made just hours after the encampment had been erected on the college green. At the meeting, Dr. Beilock defended her actions, saying that she believed there was a reasonable and credible threat of violence. Monday’s vote was believed to be the first censure vote against a president of Dartmouth in its 255-year history. In a statement, the university noted that a censure vote had no practical effect. And the chair of Dartmouth’s board,Liz Lempres, applauded Dr. Beilock for her “strong leadership” in nearly impossible circumstances. “The board unequivocally and unanimously supports President Beilock,” she said in a statement. Eighty-nine people were arrested, including two faculty members, as the police moved in to clear the encampment this month. One faculty member, Annelise Orleck, a labor historian,was knocked to the groundas she tried to grab her phone from a police officer. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
Brooklyn Protest Raises Doubts About N.Y.P.D. Commitment to New Tactics,https://www.nytimes.com/2024/05/20/nyregion/nypd-protests-settlement.html,2024-05-21T00:06:28+0000,Violent responses to pro-Palestinian activists follow a sweeping agreement aimed at striking an equilibrium between preserving public safety and the rights of protesters.,"Last September, the New York Police Department signed a sweeping agreement in federal court that was meant to end overwhelming responses to protests that often led to violent clashes, large-scale arrests and expensive civil rights lawsuits.","Advertisement Supported by Violent responses to pro-Palestinian activists follow a sweeping agreement aimed at striking an equilibrium between preserving public safety and the rights of protesters. ByMaria Cramer Last September, the New York Police Departmentsigned a sweeping agreement in federal courtthat was meant to end overwhelming responses to protests that often led to violent clashes, large-scale arrests and expensive civil rights lawsuits. The sight of hundreds of officers in tactical gearmoving in on pro-Palestinian demonstrators in Bay Ridge, Brooklyn, on Saturdaysuggested to civil libertarians that the department might not abide by the agreement when it is fully implemented. At least two officers wearing the white shirts of commanders were filmed punching three protesters who were prone in the middle of a crosswalk. And film clips of recent campus protests showed some officers pushing and dragging students, a handful of whom later said they had been injured by the police, though many officers appeared to show restraint during the arrests. “I think members of the public are very concerned that the police will be unwilling or unable to meet their end of the bargain,” said Jennvine Wong, a staff attorney with Legal Aid, which, along with the New York Civil Liberties Union, filed a lawsuit against the city over the department’s response to protests in 2020 afterthe killing of George Floyd. That lawsuit was later combined with a complaint filed by Letitia James, the state attorney general, over what she called widespread abuses during the Black Lives Matter protests. Last fall, police officials and Ms. James reached the agreement in federal court, intended to strike a new equilibrium between the department’s need to preserve public safety and the rights of protesters. The city, along with two major police unions, agreed to develop policies and training that would teach the department to respond gradually to demonstrations, rather than sending in large numbers of officers immediately, and to emphasize de-escalation over an immediate show of force. The implementation was expected to take three years. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit andlog intoyour Times account, orsubscribefor all of The Times. Thank you for your patience while we verify access. Already a subscriber?Log in. Want all of The Times?Subscribe. Advertisement",The New York Times
